Serial Number,sub_district,district,state,total_area_sq_km,estimated_population,current_green_cover_sq_km,targeted_green_cover_sq_km,greenery_deficit_sq_km,annual_mean_temp_c,annual_mean_rainfall_mm,soil_org_carbon_pct,surface_water_sq_km,population_density,greenery_deficit_pct,deficit_score,pop_density_score,priority_index,agro_eco_zone_description,forestry_trees,horticulture_plants,sustainable_cover
194,Bombay,Mumbai City,Maharashtra,68.15,2345349,11.83,21.11,9.28,27.24,2661.74,33,4.62,34414.51211,0.136170213,0.408510638,0.970969014,63.34939885,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
195,Gondal,Rajkot,Gujarat,1132.71,325011,330.61,339.81,9.2,26.47,721.13,18.53,55.97,286.9322245,0.008122114,0.024366343,0.008095489,1.785800114,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
196,Mumbai Suburban,Mumbai Suburban,Maharashtra,66.09,2342459,12.03,21.08,9.05,27.2,2826.28,30.26,2.51,35443.47102,0.136934483,0.41080345,1,64.64820699,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
197,Nellore,Nellore,Andhra Pradesh,106.26,20683,23.59,31.88,8.29,28.47,917.36,31.93,56.85,194.6452099,0.078016187,0.23404856,0.005491708,14.26258195,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
198,Sagwara,Dungarpur,Rajasthan,664.38,362858,191.1,199.31,8.21,25.93,1102.29,18.55,60.09,546.1603299,0.012357386,0.037072158,0.015409335,2.840702863,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
199,Kotda Sangani,Rajkot,Gujarat,363.32,125606,101.47,108.99,7.52,26.43,806.5,18.19,10.99,345.717274,0.020698007,0.062094022,0.009754047,4.115803179,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
200,Vagra,Bharuch,Gujarat,751.65,98616,220.45,225.5,5.05,27.83,787.15,19.07,97.13,131.1993614,0.006718553,0.020155658,0.003701651,1.357405495,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
201,Thiruvallur,Thiruvallur,Tamil Nadu,51.08,13118,10.48,15.32,4.84,28.11,1298.17,32.11,20.91,256.8128426,0.094753328,0.284259984,0.007245702,17.34542716,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
202,Munsyari,Pithoragarh,Uttarakhand,2580.83,44894,769.88,774.25,4.37,-1.65,1128.91,51.56,15.07,17.39517907,0.001693254,0.005079761,0.000490787,0.324417132,Unclassified,N/A,N/A,General local species
203,Morang,Kinnaur,Himachal Pradesh,13.91,27,0,4.17,4.17,-9.06,662.82,42.19,0.09,1.941049605,0.299784328,0.899352983,5.48E-05,53.96336959,Unclassified,N/A,N/A,General local species
204,Banswara,Pratapgarh,Rajasthan,57.37,12874,13.04,17.21,4.17,25.5,1250,18.29,11.14,224.4029981,0.072686073,0.218058219,0.006331293,13.33674483,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
205,Lodhi ka Mahal,Rajkot,Gujarat,375.8,101731,108.63,112.74,4.11,26.27,755.9,17.37,9.44,270.7051623,0.010936668,0.032810005,0.007637659,2.274106698,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
206,Srinagar,Srinagar,Jammu and Kashmir,627.92,947921,184.53,188.38,3.85,6.88,669.66,44.01,35.25,1509.620652,0.006131354,0.018394063,0.042592348,2.807337696,Unclassified,N/A,N/A,General local species
207,Egmore Nungabakkam,Chennai,Tamil Nadu,33.95,776815,6.56,10.19,3.63,28.07,1955.43,31.89,0.06,22881.14875,0.106921944,0.320765832,0.645567381,45.06864515,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
208,Bangalore,Bangalore,Karnataka,862.39,793081,255.42,258.72,3.3,23.42,912.13,26.2,13.16,919.6314892,0.003826575,0.011479725,0.025946429,1.72664064,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
209,Kachchh,Kachchh,Gujarat,61.98,26933,15.62,18.6,2.98,26.51,572.43,19.43,13.01,434.5434011,0.048080026,0.144240077,0.012260182,9.144811922,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
210,Pudukkottai,Pudukkottai,Tamil Nadu,63.32,18212,16.18,19,2.82,27.69,1193.55,31.95,12.49,287.618446,0.044535692,0.133607075,0.00811485,8.341018505,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
211,Fort Tondiarpet,Chennai,Tamil Nadu,41.92,932711,10.09,12.58,2.49,,1908.98,32.33,1.93,22249.78531,0.059398855,0.178196565,0.62775413,35.80195908,Missing Data,N/A,N/A,Insufficient environmental data.
212,Rajkot,Rajkot,Gujarat,66.04,15272,17.98,19.81,1.83,26.57,792.18,19.25,1.03,231.2537856,0.027710478,0.083131435,0.006524581,5.248869356,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
213,Nellore,Nellore,Andhra Pradesh,19.08,3719,4,5.72,1.72,,1109.03,34.34,9.06,194.9161426,0.090146751,0.270440252,0.005499353,16.4463892,Missing Data,N/A,N/A,Insufficient environmental data.
214,Sanganer,Jaipur,Rajasthan,489.83,573128,145.43,146.95,1.52,24.39,600.19,18.9,2.46,1170.054917,0.003103117,0.009309352,0.03301186,1.879035549,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
215,Jamnagar,Jamnagar,Gujarat,160.41,19426,46.63,48.12,1.49,27.1,729.42,18.72,67.69,121.1021757,0.009288698,0.027866093,0.00341677,1.808636374,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
216,Manasa,Neemuch,Madhya Pradesh,1813.1,263071,542.54,543.93,1.39,24.67,967.53,17.45,173.91,145.0945894,0.000766643,0.002299928,0.00409369,0.301743305,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
217,Ranga Reddy,Ranga Reddy,Telangana,1211.79,4163891,362.37,363.54,1.17,25.87,784.04,19.83,61.84,3436.149003,0.000965514,0.002896541,0.096947305,4.051684697,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
218,Sidlaghatta,Chikballapura,Karnataka,664.97,193345,198.99,199.49,0.5,23.9,629.66,25.2,14.05,290.7574778,0.000751914,0.002255741,0.008203414,0.463481024,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
219,Bhavnagar,Bhavnagar,Gujarat,2.02,1,0.12,0.6,0.48,27.81,965.08,0,1.9,0.495049505,0.237623762,0.712871287,1.40E-05,42.77283592,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
220,Nellore,Nellore,Andhra Pradesh,0.55,0,0.04,0.17,0.13,,1043.74,35.7,0.55,0,0.236363636,0.709090909,0,42.54545455,Missing Data,N/A,N/A,Insufficient environmental data.
221,Surat,Surat,Gujarat,0.61,1352,0.05,0.18,0.13,27.01,1325,34.1,0.55,2216.393443,0.213114754,0.639344262,0.062533194,40.86198349,High-Density Urban,"Pollution-tolerant roadside trees (e.g., Alstonia scholaris, Ficus religiosa)","Vertical gardens, Green roofs",Miyawaki Forests
222,Thiruvallur,Thiruvallur,Tamil Nadu,0.36,0,0,0.11,0.11,,1247.89,0,0.36,0,0.305555556,0.916666667,0,55,Missing Data,N/A,N/A,Insufficient environmental data.
223,Thiruvallur,Thiruvallur,Tamil Nadu,0.28,0,0,0.08,0.08,,1295.17,0,0.28,0,0.285714286,0.857142857,0,51.42857143,Missing Data,N/A,N/A,Insufficient environmental data.
224,Nellore,Nellore,Andhra Pradesh,0.24,0,0,0.07,0.07,,1006.67,0,0.24,0,0.291666667,0.875,0,52.5,Missing Data,N/A,N/A,Insufficient environmental data.
225,Makhtal,Mahbubnagar,Telangana,1332.68,312329,399.75,399.8,0.05,26.73,732.08,20.54,71.76,234.3615872,3.75E-05,0.000112555,0.006612264,0.271243869,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
226,Jamnagar,Jamnagar,Gujarat,0.15,1,0,0.04,0.04,,1048.8,0,0.14,6.666666667,0.266666667,0.8,0.000188093,48.00752372,Missing Data,N/A,N/A,Insufficient environmental data.
227,Mumbai Suburban,Mumbai Suburban,Maharashtra,0.09,111,0,0.03,0.03,,2922.54,0,0.06,1233.333333,0.333333333,1,0.034797194,61.39188776,Missing Data,N/A,N/A,Insufficient environmental data.
228,Nellore,Nellore,Andhra Pradesh,0.23,0,0.04,0.07,0.03,,993.78,0,0.23,0,0.130434783,0.391304348,0,23.47826087,Missing Data,N/A,N/A,Insufficient environmental data.
229,Surat,Surat,Gujarat,0.04,0,0.02,0.01,-0.01,,1447.08,33.9,0.03,0,0,0,0,0,Missing Data,N/A,N/A,Insufficient environmental data.
230,Jamnagar,Jamnagar,Gujarat,0.14,0,0.07,0.04,-0.03,27.09,730.95,18.4,0.08,0,0,0,0,0,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
231,Surat,Surat,Gujarat,0.41,25,0.16,0.12,-0.04,,1341.7,24.63,0.27,60.97560976,0,0,0.001720362,0.06881449,Missing Data,N/A,N/A,Insufficient environmental data.
232,Kachchh,Kachchh,Gujarat,0.08,12,0.07,0.02,-0.05,,563.29,21.92,0.02,150,0,0,0.004232091,0.169283646,Missing Data,N/A,N/A,Insufficient environmental data.
233,Raigarh,Raigarh,Maharashtra,0.15,96,0.09,0.04,-0.05,,2485.19,32,0.03,640,0,0,0.018056922,0.722276889,Missing Data,N/A,N/A,Insufficient environmental data.
234,Raigarh,Raigarh,Maharashtra,1.39,456,0.49,0.42,-0.07,27.03,2434.03,31.23,0.62,328.057554,0,0,0.009255796,0.370231859,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
235,Ghogha,Bhavnagar,Gujarat,2.1,4695,0.71,0.63,-0.08,,606.91,19.27,0.27,2235.714286,0,0,0.063078311,2.523132437,Missing Data,N/A,N/A,Insufficient environmental data.
236,Jamnagar,Jamnagar,Gujarat,0.2,1,0.15,0.06,-0.09,,741.25,0,0.06,5,0,0,0.00014107,0.005642788,Missing Data,N/A,N/A,Insufficient environmental data.
237,Surat,Surat,Gujarat,0.88,1598,0.56,0.26,-0.3,27.1,1478.08,0,0.13,1815.909091,0,0,0.051233952,2.049358077,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
238,Mambalam Gundy,Chennai,Tamil Nadu,41.87,738224,12.91,12.56,-0.35,28.07,1900.03,32.26,1.12,17631.33508,0,0,0.497449448,19.89797791,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
239,Kachchh,Kachchh,Gujarat,1.55,395,0.99,0.46,-0.53,,567.05,21.31,0.2,254.8387097,0,0,0.007190004,0.287600173,Missing Data,N/A,N/A,Insufficient environmental data.
240,Perambur Purasavakam,Chennai,Tamil Nadu,34.68,835359,11.58,10.4,-1.18,28.07,1960.57,31.2,0.32,24087.62976,0,0,0.679606965,27.18427858,"Hot, humid/per-humid, coastal plains. (AEZ 12, 18, 19)","Casuarina equisetifolia (Coastal She-oak), Calophyllum inophyllum (Poonam), Thespesia populnea (Indian Tulip Tree)","Cocos nucifera (Coconut), Anacardium occidentale (Cashew), Piper nigrum (Pepper)","Mangrove restoration (if coastal/saline), Vertical gardens (in urban areas)"
241,Amini Island,Lakshadweep,Lakshadweep,3.17,6972,2.47,0.95,-1.52,,1356.59,0,0.59,2199.369085,0,0,0.06205287,2.482114783,Missing Data,N/A,N/A,Insufficient environmental data.
242,Patan,Patan,Gujarat,119.93,10100,37.68,35.98,-1.7,27.6,550.02,18.01,0.74,84.21579255,0,0,0.002376059,0.095042376,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
243,Nellore,Nellore,Andhra Pradesh,21.96,4631,8.61,6.59,-2.02,,1028.02,33.78,6.96,210.8834244,0,0,0.005949852,0.2379941,Missing Data,N/A,N/A,Insufficient environmental data.
244,Alipur,Kolkata,West Bengal,91.84,2594610,29.59,27.55,-2.04,26.58,1553.07,33.3,4.34,28251.41551,0,0,0.79708377,31.8833508,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
245,Kavaratti,Lakshadweep,Lakshadweep,4.1,9961,3.47,1.23,-2.24,,1413.46,0,0.2,2429.512195,0,0,0.068546114,2.741844548,Missing Data,N/A,N/A,Insufficient environmental data.
246,Amreli,Amreli,Gujarat,78.11,8639,25.68,23.43,-2.25,26.16,826.82,18.43,0.03,110.6004353,0,0,0.003120474,0.124818966,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
247,Minicoy Island,Lakshadweep,Lakshadweep,5.8,9277,4.1,1.74,-2.36,,2790.07,43.29,1.47,1599.482759,0,0,0.045127712,1.805108487,Missing Data,N/A,N/A,Insufficient environmental data.
248,Korangal,Mahbubnagar,Telangana,1334.89,346933,403.45,400.47,-2.98,25.82,782.48,18.99,30.76,259.896321,0,0,0.007332699,0.293307979,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
249,Surat,Surat,Gujarat,18.93,91106,8.83,5.68,-3.15,27.02,1324.79,26.76,7.43,4812.783941,0,0,0.135787602,5.431504084,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
250,Junagadh,Junagadh,Gujarat,31.35,3927,12.61,9.41,-3.2,25.98,1079.72,17.76,0,125.2631579,0,0,0.003534167,0.141366694,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
251,Androth Island,Lakshadweep,Lakshadweep,5.15,9997,4.79,1.55,-3.24,,1445.42,37.92,0.47,1941.165049,0,0,0.054767916,2.190716645,Missing Data,N/A,N/A,Insufficient environmental data.
252,Kundgol,Dharwad,Karnataka,651.22,155858,199.14,195.37,-3.77,25.28,458.65,21.11,1.53,239.3323301,0,0,0.006752508,0.27010033,"Hot, semi-arid, alluvial plains. (AEZ 4, 5, 6, 10)","Azadirachta indica (Neem), Dalbergia sissoo (Shisham), Albizia lebbeck (Siris), Butea monosperma (Palash)","Mangifera indica (Mango), Psidium guajava (Guava), Citrus (Lemon/Orange)","Bamboo species, Vetiveria zizanioides (Vetiver grass for soil conservation)"
253,Bilaspur,Bilaspur,Chhattisgarh,5.9,1342,5.64,1.77,-3.87,26.24,1475.46,26.11,0.01,227.4576271,0,0,0.006417476,0.256699043,"Hot, sub-humid to humid, alluvial plains. (AEZ 7, 8, 9, 11)","Tectona grandis (Teak), Shorea robusta (Sal), Gmelina arborea (Gamhar)","Musa (Banana), Cocos nucifera (Coconut), Artocarpus heterophyllus (Jackfruit)","Bamboo (dense varieties), Agro-forestry systems (intercropping with trees)"
254,Alappuzha,Alappuzha,Kerala,6.22,9195,5.92,1.87,-4.05,26.66,3185.37,37.21,0.63,1478.29582,0,0,0.041708551,1.668342041,Unclassified,N/A,N/A,General local species
